time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-12-09 11:42:01.627 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22560814,29298753536,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22560814,1670575746507,,, , , , , , , , , ,3145728,22560783, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,55,285832600,5, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:43:01.631 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22560814,29298683904,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22560814,1670575746507,,, , , , , , , , , ,3145728,22560783, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,43,294124104,6, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:44:01.633 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22560814,29298606080,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22560814,1670575746507,,, , , , , , , , , ,3145728,22560783, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,3,76,231254472,5, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:45:01.635 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,86, , , , , , , , ,5,50,28, , , ,27,38,25, ,25, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22566373,29298524160,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22566373,1670575746507,,, , , , , , , , , ,3145728,22566342,5,5,5,5, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5559,2, , , , , , ,2,53,242858024,6, , , , , , ,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,54,12,6, , , , , , , , , 
2022-12-09 11:46:01.637 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22566373,29297778688,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22566373,1670575746507,,, , , , , , , , , ,3145728,22566342, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,58,253404632,6, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:47:01.640 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22566373,29297377280,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22566373,1670575746507,,, , , , , , , , , ,3145728,22566342, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,44,261761808,6, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:48:01.644 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22566373,29297303552,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22566373,1670575746507,,, , , , , , , , , ,3145728,22566342, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,45,272342408,6, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:49:01.647 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22566373,29297229824,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22566373,1670575746507,,, , , , , , , , , ,3145728,22566342, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,45,282922392,6, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:50:01.649 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,86, , , , , , , , ,5,50,28, , , ,27,38,25, ,25, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22571932,29297152000,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22571932,1670575746507,,, , , , , , , , , ,3145728,22571901,4,4,4,4, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5559,2, , , , , , ,2,46,293445592,5, , , , , , ,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,54,12,6, , , , , , , , , 
2022-12-09 11:51:01.654 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22571932,29297074176,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22571932,1670575746507,,, , , , , , , , , ,3145728,22571901, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,3,73,231629464,5, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:52:01.656 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22571932,29296996352,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22571932,1670575746507,,, , , , , , , , , ,3145728,22571901, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,40,241018432,5, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:53:01.659 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22571932,29296922624,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22571932,1670575746507,,, , , , , , , , , ,3145728,22571901, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,43,251508992,5, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:54:01.661 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22571932,29296844800,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22571932,1670575746507,,, , , , , , , , , ,3145728,22571901, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,63,259897296,5, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:55:01.664 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,86, , , , , , , , ,5,50,28, , , ,27,38,25, ,25, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22577491,29296762880,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22577491,1670575746507,,, , , , , , , , , ,3145728,22577460,3,3,3,3, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5559,2, , , , , , ,2,32,273963400,4, , , , , , ,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,54,12,6, , , , , , , , , 
2022-12-09 11:56:01.668 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22577491,29296689152,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22577491,1670575746507,,, , , , , , , , , ,3145728,22577460, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,66,283354896,4, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:57:01.670 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22577491,29296422912,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22577491,1670575746507,,, , , , , , , , , ,3145728,22577460, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,54,292613000,4, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:58:01.673 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22577491,29293981696,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22577491,1670575746507,,, , , , , , , , , ,3145728,22577460, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,3,57,287691496,3, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 11:59:01.677 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22577491,29293477888,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22577491,1670575746507,,, , , , , , , , , ,3145728,22577460, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,42,297115752,2, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 12:00:01.680 UTC, , , , , , , , , ,1909,4997573,1843216,6720, ,50, ,86, , , , , , , , ,5,50,28, , , ,27,38,25, ,25, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22583050,29293395968,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22583050,1670575746507,,, , , , , , , , , ,3145728,22583019,46,46,46,46, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5559,2, , , , , , ,3,73,235222456,1, , , , , , ,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,54,12,6, , , , , , , , , 
2022-12-09 12:01:01.684 UTC, , , ,2, ,2, , , ,1909,4994205,1839848,6720, ,50, ,113, , , , , , , , ,5,50,28, , , ,27,38,25, ,34, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22586199,29328277504,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22586199,1670575746507,,, , , , , , , , , ,3145728,22586168,3,3,3,3, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,3149,2, , , , , , ,2,73,245288888,2, , , , , , ,114, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, ,4, ,1,63,10,8, , , , , , , , , 
2022-12-09 12:02:01.686 UTC, , , , , , , , , ,1909,4994205,1839848,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22586199,29327536128,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22586199,1670575746507,,, , , , , , , , , ,3145728,22586168, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,3,57,237909232,1, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 12:03:01.691 UTC, , , , , , , , , ,1909,4994205,1839848,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22586199,29327470592,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22586199,1670575746507,,, , , , , , , , , ,3145728,22586168, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,3,73,232373384,1, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 12:04:01.695 UTC, , , , , , , , , ,1909,4994205,1839848,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22586199,29327392768,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22586199,1670575746507,,, , , , , , , , , ,3145728,22586168, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,30,238784016,1, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 12:05:01.698 UTC, , , , , , , , , ,1909,4994205,1839848,6720, ,50, ,86, , , , , , , , ,5,50,28, , , ,27,38,25, ,25, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22591758,29327302656,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22591758,1670575746507,,, , , , , , , , , ,3145728,22591727,5,5,5,5, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5559,2, , , , , , ,2,32,249444408,1, , , , , , ,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,54,12,6, , , , , , , , , 
2022-12-09 12:06:01.703 UTC, , , , , , , , , ,1909,4994205,1839848,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22591758,29327233024,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22591758,1670575746507,,, , , , , , , , , ,3145728,22591727, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,37,257812856, , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 12:07:01.706 UTC, , , , , , , , , ,1909,4994205,1839848,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22591758,29327151104,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22591758,1670575746507,,, , , , , , , , , ,3145728,22591727, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,38,265335944, , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 12:08:01.709 UTC, , , , , , , , , ,1909,4994205,1839848,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22591758,29327077376,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22591758,1670575746507,,, , , , , , , , , ,3145728,22591727, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,47,273718984, , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 12:09:01.711 UTC, , , , , , , , , ,1909,4994205,1839848,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22591758,29327003648,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22591758,1670575746507,,, , , , , , , , , ,3145728,22591727, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,36,282047560, , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 12:10:01.713 UTC, , , , , , , , , ,1909,4994205,1839848,6720, ,50, ,86, , , , , , , , ,5,50,28, , , ,27,38,25, ,25, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22597317,29326913536,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22597317,1670575746507,,, , , , , , , , , ,3145728,22597286,8,8,8,8, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5559,2, , , , , , ,2,30,290454744, , , , , , , ,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, , ,54,12,6, , , , , , , , , 
2022-12-09 12:11:01.715 UTC, , , , , , , , , ,1909,4994205,1839848,6720, ,50, ,32, , , , , , , , ,5,50,28, , , ,27,38,25, ,18, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22597317,29326856192,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22597317,1670575746507,,, , , , , , , , , ,3145728,22597286, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,2,34,298893400,1, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,4, , , , , , , , , , 
2022-12-09 12:12:01.722 UTC, , , ,1, ,1, , , ,1909,4994205,1839848,6720, ,50, ,59, , , , , , , , ,5,50,28, , , ,27,38,25, ,24, , , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22598388,29325934592,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22598388,1670575746507,,, , , , , , , , , ,3145728,22598357,5,5,5,5, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1071,1, , , , , , ,3,60,231686936,3, , , , , , ,62, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , ,1,41,4,4, , , , , , , , , 
2022-12-09 12:12:40.393 UTC, , ,4,40,11,4, , , ,2349,5207285,2059208, , ,50, ,2012, , ,11, , , , , ,3,50,28, , ,2,27,38,25, ,936,301, , , , , , , , , , , , , ,22072239,103, ,22052709, , , , ,22598388,29588996096,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22598388,1670575746507,,, , , , , , , , , ,3145728,22703814,19,19,19,19, , ,303, , , ,38, ,3,1, ,303,1,9413,6,4182,3, , , ,202416,297,101275,35, , , , , , ,10,324,242133704,3, , , , , , ,2665, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, ,117, ,640,1402,253,123, , , , , , , , , 
2022-12-09 12:13:24.635 UTC, , , , , , , , , ,125,3196197,50344, , ,4,2,133,4,0.03,2, , , , , , ,4,4, ,2,2,4,2,5, ,319,144, , , , , , , , , , , , , ,22731179,104, ,22703933, , , , ,22731235,29319802880,8,8,8,8, , , , , ,11,79480, , , , , , , , , , , , , , , , , , , , , , , , , ,22731235,1670588003533,,, , , , , , , , , ,3145728,22731179, , , , , , ,156, , ,2, , ,3, , ,156, ,6318981,19, , , ,1, ,56714168,170, , , , , , , , ,100,2036,171859864,2, , , , , , ,97, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-12-09 12:14:24.639 UTC, , , ,16,2,5, , , ,589,4944885,1791848,6720, ,38,19,1995,34,0.02,2, , , , , ,3,38,22, , ,16,21,26,22, ,757,389, , , , , , , , , , , , , ,22731179,104, ,22703933, , , , ,22757860,29317554176,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22757860,1670588003533,,, , , , , , , , , ,3145728,22757829,7,7,6,7, , ,457, , ,3,10, ,3,2, ,457,1,627389,90,5051,2, ,8, ,1241826,378,21574,8, , , , , , ,30,810,292100488,2, , , , , , ,2125, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, ,43, ,430,1401,339,27, , , , , , , , , 
2022-12-09 12:15:24.648 UTC, , ,1,9,1,2, , , ,589,4950445,1797408,6720, ,41,1,471,3,0.01,1, , , , , ,4,41,22, , , ,25,29,21, ,143,2, , , , , , , , , , , , , ,22731179,104, ,22703933, , , , ,22775063,29317132288,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22775063,1670588003533,,, , , , , , , , , ,3145728,22775032,8,8,6,8, , ,5, , , ,10, ,3,2, ,5,1, , ,2944,1, , , ,13123,5,14259,9, , , , , , ,6,175,234977136,2, , , , , , ,465, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,28, ,15,293,78,34, , , , , , , , , 
