
"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-175";"2022-12-28T10:53:42.414Z";"AM-SESSION-CREATED";"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-0";"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""c4e9e29aa66ba3e201""]";"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"c4e9e29aa66ba3e201";"CREATE";;;;;"Session";"/"
