"_id";"timestamp";"eventName";"transactionId";"userId";"trackingIds";"runAs";"objectId";"operation";"before";"after";"changedFields";"revision";"component";"realm"
"63eb9d2d-1dfb-4b77-8234-e10dd961293c-4459";"2022-11-17T10:35:21.321Z";"AM-CONFIG-CHANGE";"63eb9d2d-1dfb-4b77-8234-e10dd961293c-16";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=http://openam.example.com:8080/openam,ou=com-sun-identity-servers,ou=default,ou=GlobalConfig,ou=1.0,ou=iPlanetAMPlatformService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;
"63eb9d2d-1dfb-4b77-8234-e10dd961293c-4461";"2022-11-17T10:35:21.341Z";"AM-CONFIG-CHANGE";"63eb9d2d-1dfb-4b77-8234-e10dd961293c-16";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=http://openam.example.com:8080/openam,ou=com-sun-identity-servers,ou=default,ou=GlobalConfig,ou=1.0,ou=iPlanetAMPlatformService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;
"63eb9d2d-1dfb-4b77-8234-e10dd961293c-4463";"2022-11-17T10:35:21.385Z";"AM-CONFIG-CHANGE";"63eb9d2d-1dfb-4b77-8234-e10dd961293c-16";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=iPlanetAMWebAgentService,ou=registeredApplications,ou=default,ou=OrganizationConfig,ou=1.0,ou=sunEntitlementService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunxmlKeyValue"",""sunKeyValue"",""sunserviceID"",""objectclass""]";;;"/"
"63eb9d2d-1dfb-4b77-8234-e10dd961293c-4465";"2022-11-17T10:35:21.392Z";"AM-CONFIG-CHANGE";"63eb9d2d-1dfb-4b77-8234-e10dd961293c-16";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=sunAMDelegationService,ou=registeredApplications,ou=default,ou=OrganizationConfig,ou=1.0,ou=sunEntitlementService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunxmlKeyValue"",""sunserviceID"",""sunKeyValue"",""objectclass""]";;;"/"
"5ef5b9ec-e437-473f-b957-1d4288f1c84c-1547";"2022-11-17T10:47:06.620Z";"AM-CONFIG-CHANGE";"5ef5b9ec-e437-473f-b957-1d4288f1c84c-1540";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=apache_agent,ou=default,ou=OrganizationConfig,ou=1.0,ou=AgentService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"5ef5b9ec-e437-473f-b957-1d4288f1c84c-1871";"2022-11-17T10:48:23.635Z";"AM-CONFIG-CHANGE";"5ef5b9ec-e437-473f-b957-1d4288f1c84c-1865";;;"id=dsameuser,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=1.0,ou=iPlanetAMPlatformService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunServiceSchema""]";;;"/"
"031fb351-e808-4c15-b8b9-e06c50e177ba-415";"2022-11-22T12:25:31.209Z";"AM-CONFIG-CHANGE";"031fb351-e808-4c15-b8b9-e06c50e177ba-413";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=GlobalConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;
"031fb351-e808-4c15-b8b9-e06c50e177ba-417";"2022-11-22T12:25:31.222Z";"AM-CONFIG-CHANGE";"031fb351-e808-4c15-b8b9-e06c50e177ba-413";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"031fb351-e808-4c15-b8b9-e06c50e177ba-419";"2022-11-22T12:25:31.227Z";"AM-CONFIG-CHANGE";"031fb351-e808-4c15-b8b9-e06c50e177ba-413";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=PluginConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"031fb351-e808-4c15-b8b9-e06c50e177ba-421";"2022-11-22T12:25:31.237Z";"AM-CONFIG-CHANGE";"031fb351-e808-4c15-b8b9-e06c50e177ba-413";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=Instances,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"031fb351-e808-4c15-b8b9-e06c50e177ba-427";"2022-11-22T12:25:31.240Z";"AM-CONFIG-CHANGE";"031fb351-e808-4c15-b8b9-e06c50e177ba-413";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"031fb351-e808-4c15-b8b9-e06c50e177ba-430";"2022-11-22T12:25:31.280Z";"AM-CONFIG-CHANGE";"031fb351-e808-4c15-b8b9-e06c50e177ba-413";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"031fb351-e808-4c15-b8b9-e06c50e177ba-475";"2022-11-22T12:25:37.613Z";"AM-CONFIG-CHANGE";"031fb351-e808-4c15-b8b9-e06c50e177ba-473";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"031fb351-e808-4c15-b8b9-e06c50e177ba-485";"2022-11-22T12:25:39.411Z";"AM-CONFIG-CHANGE";"031fb351-e808-4c15-b8b9-e06c50e177ba-483";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"bc87096f-0e56-4e7b-b03c-c24837208285-666";"2022-11-23T07:51:07.152Z";"AM-CONFIG-CHANGE";"bc87096f-0e56-4e7b-b03c-c24837208285-664";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"bc87096f-0e56-4e7b-b03c-c24837208285-1006";"2022-11-23T07:51:48.242Z";"AM-CONFIG-CHANGE";"bc87096f-0e56-4e7b-b03c-c24837208285-1002";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"DELETE";;;;;;"/"
"bc87096f-0e56-4e7b-b03c-c24837208285-1086";"2022-11-23T07:52:02.634Z";"AM-CONFIG-CHANGE";"bc87096f-0e56-4e7b-b03c-c24837208285-1084";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"bc87096f-0e56-4e7b-b03c-c24837208285-1146";"2022-11-23T07:52:06.726Z";"AM-CONFIG-CHANGE";"bc87096f-0e56-4e7b-b03c-c24837208285-1143";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"bc87096f-0e56-4e7b-b03c-c24837208285-1506";"2022-11-23T07:52:45.402Z";"AM-CONFIG-CHANGE";"bc87096f-0e56-4e7b-b03c-c24837208285-1501";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"bc87096f-0e56-4e7b-b03c-c24837208285-7046";"2022-11-23T08:25:22.565Z";"AM-CONFIG-CHANGE";"bc87096f-0e56-4e7b-b03c-c24837208285-7044";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"f8b76ad3-3f77-4586-9055-0bac58b8f66b-673";"2022-11-23T08:44:47.215Z";"AM-CONFIG-CHANGE";"f8b76ad3-3f77-4586-9055-0bac58b8f66b-671";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=GlobalConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;
"f8b76ad3-3f77-4586-9055-0bac58b8f66b-675";"2022-11-23T08:44:47.231Z";"AM-CONFIG-CHANGE";"f8b76ad3-3f77-4586-9055-0bac58b8f66b-671";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"f8b76ad3-3f77-4586-9055-0bac58b8f66b-677";"2022-11-23T08:44:47.237Z";"AM-CONFIG-CHANGE";"f8b76ad3-3f77-4586-9055-0bac58b8f66b-671";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=PluginConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"f8b76ad3-3f77-4586-9055-0bac58b8f66b-681";"2022-11-23T08:44:47.246Z";"AM-CONFIG-CHANGE";"f8b76ad3-3f77-4586-9055-0bac58b8f66b-671";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=Instances,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"f8b76ad3-3f77-4586-9055-0bac58b8f66b-683";"2022-11-23T08:44:47.261Z";"AM-CONFIG-CHANGE";"f8b76ad3-3f77-4586-9055-0bac58b8f66b-671";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"f8b76ad3-3f77-4586-9055-0bac58b8f66b-687";"2022-11-23T08:44:47.287Z";"AM-CONFIG-CHANGE";"f8b76ad3-3f77-4586-9055-0bac58b8f66b-671";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"f8b76ad3-3f77-4586-9055-0bac58b8f66b-731";"2022-11-23T08:44:51.053Z";"AM-CONFIG-CHANGE";"f8b76ad3-3f77-4586-9055-0bac58b8f66b-728";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"7bd172f2-868b-4b2e-be1a-2c205279d9ea-517";"2022-11-23T09:34:47.992Z";"AM-CONFIG-CHANGE";"7bd172f2-868b-4b2e-be1a-2c205279d9ea-515";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=GlobalConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;
"7bd172f2-868b-4b2e-be1a-2c205279d9ea-519";"2022-11-23T09:34:48.010Z";"AM-CONFIG-CHANGE";"7bd172f2-868b-4b2e-be1a-2c205279d9ea-515";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"7bd172f2-868b-4b2e-be1a-2c205279d9ea-521";"2022-11-23T09:34:48.016Z";"AM-CONFIG-CHANGE";"7bd172f2-868b-4b2e-be1a-2c205279d9ea-515";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=PluginConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"7bd172f2-868b-4b2e-be1a-2c205279d9ea-527";"2022-11-23T09:34:48.025Z";"AM-CONFIG-CHANGE";"7bd172f2-868b-4b2e-be1a-2c205279d9ea-515";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=Instances,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"7bd172f2-868b-4b2e-be1a-2c205279d9ea-529";"2022-11-23T09:34:48.059Z";"AM-CONFIG-CHANGE";"7bd172f2-868b-4b2e-be1a-2c205279d9ea-515";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"7bd172f2-868b-4b2e-be1a-2c205279d9ea-533";"2022-11-23T09:34:48.081Z";"AM-CONFIG-CHANGE";"7bd172f2-868b-4b2e-be1a-2c205279d9ea-515";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"7bd172f2-868b-4b2e-be1a-2c205279d9ea-579";"2022-11-23T09:34:50.585Z";"AM-CONFIG-CHANGE";"7bd172f2-868b-4b2e-be1a-2c205279d9ea-576";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"7bd172f2-868b-4b2e-be1a-2c205279d9ea-938";"2022-11-23T09:37:14.005Z";"AM-CONFIG-CHANGE";"7bd172f2-868b-4b2e-be1a-2c205279d9ea-936";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"DELETE";;;;;;"/"
"71cff483-c4af-4e57-9389-6b49ddef1818-346";"2022-11-23T09:40:17.104Z";"AM-CONFIG-CHANGE";"71cff483-c4af-4e57-9389-6b49ddef1818-344";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=GlobalConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;
"71cff483-c4af-4e57-9389-6b49ddef1818-348";"2022-11-23T09:40:17.134Z";"AM-CONFIG-CHANGE";"71cff483-c4af-4e57-9389-6b49ddef1818-344";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"71cff483-c4af-4e57-9389-6b49ddef1818-350";"2022-11-23T09:40:17.144Z";"AM-CONFIG-CHANGE";"71cff483-c4af-4e57-9389-6b49ddef1818-344";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=PluginConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"71cff483-c4af-4e57-9389-6b49ddef1818-354";"2022-11-23T09:40:17.154Z";"AM-CONFIG-CHANGE";"71cff483-c4af-4e57-9389-6b49ddef1818-344";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=Instances,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"71cff483-c4af-4e57-9389-6b49ddef1818-358";"2022-11-23T09:40:17.169Z";"AM-CONFIG-CHANGE";"71cff483-c4af-4e57-9389-6b49ddef1818-344";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"71cff483-c4af-4e57-9389-6b49ddef1818-361";"2022-11-23T09:40:17.206Z";"AM-CONFIG-CHANGE";"71cff483-c4af-4e57-9389-6b49ddef1818-344";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"71cff483-c4af-4e57-9389-6b49ddef1818-399";"2022-11-23T09:40:19.237Z";"AM-CONFIG-CHANGE";"71cff483-c4af-4e57-9389-6b49ddef1818-396";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"f892018c-78df-49f3-84f2-64a1f7060176-3060";"2022-11-23T10:00:26.745Z";"AM-CONFIG-CHANGE";"f892018c-78df-49f3-84f2-64a1f7060176-3058";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"DELETE";;;;;;"/"
"312a9ffb-c511-4913-80c4-74a38cc6baab-387";"2022-11-23T11:11:47.540Z";"AM-CONFIG-CHANGE";"312a9ffb-c511-4913-80c4-74a38cc6baab-383";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=GlobalConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;
"312a9ffb-c511-4913-80c4-74a38cc6baab-389";"2022-11-23T11:11:47.549Z";"AM-CONFIG-CHANGE";"312a9ffb-c511-4913-80c4-74a38cc6baab-383";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"312a9ffb-c511-4913-80c4-74a38cc6baab-391";"2022-11-23T11:11:47.553Z";"AM-CONFIG-CHANGE";"312a9ffb-c511-4913-80c4-74a38cc6baab-383";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=PluginConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"312a9ffb-c511-4913-80c4-74a38cc6baab-395";"2022-11-23T11:11:47.560Z";"AM-CONFIG-CHANGE";"312a9ffb-c511-4913-80c4-74a38cc6baab-383";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=Instances,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"312a9ffb-c511-4913-80c4-74a38cc6baab-399";"2022-11-23T11:11:47.567Z";"AM-CONFIG-CHANGE";"312a9ffb-c511-4913-80c4-74a38cc6baab-383";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"312a9ffb-c511-4913-80c4-74a38cc6baab-402";"2022-11-23T11:11:47.591Z";"AM-CONFIG-CHANGE";"312a9ffb-c511-4913-80c4-74a38cc6baab-383";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"312a9ffb-c511-4913-80c4-74a38cc6baab-443";"2022-11-23T11:11:49.926Z";"AM-CONFIG-CHANGE";"312a9ffb-c511-4913-80c4-74a38cc6baab-441";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"504c6011-57f5-448d-8359-16164948f5c1-611";"2022-11-24T09:13:20.464Z";"AM-CONFIG-CHANGE";"504c6011-57f5-448d-8359-16164948f5c1-609";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=GlobalConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;
"504c6011-57f5-448d-8359-16164948f5c1-613";"2022-11-24T09:13:20.482Z";"AM-CONFIG-CHANGE";"504c6011-57f5-448d-8359-16164948f5c1-609";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"504c6011-57f5-448d-8359-16164948f5c1-615";"2022-11-24T09:13:20.490Z";"AM-CONFIG-CHANGE";"504c6011-57f5-448d-8359-16164948f5c1-609";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=PluginConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"504c6011-57f5-448d-8359-16164948f5c1-619";"2022-11-24T09:13:20.508Z";"AM-CONFIG-CHANGE";"504c6011-57f5-448d-8359-16164948f5c1-609";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=Instances,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"504c6011-57f5-448d-8359-16164948f5c1-621";"2022-11-24T09:13:20.513Z";"AM-CONFIG-CHANGE";"504c6011-57f5-448d-8359-16164948f5c1-609";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"504c6011-57f5-448d-8359-16164948f5c1-626";"2022-11-24T09:13:20.604Z";"AM-CONFIG-CHANGE";"504c6011-57f5-448d-8359-16164948f5c1-609";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"504c6011-57f5-448d-8359-16164948f5c1-666";"2022-11-24T09:13:23.079Z";"AM-CONFIG-CHANGE";"504c6011-57f5-448d-8359-16164948f5c1-663";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=kkk,ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"UPDATE";;;"[""sunKeyValue""]";;;"/"
"95226ea4-1769-48c2-89e6-64181bde1b02-543";"2022-11-24T10:44:02.690Z";"AM-CONFIG-CHANGE";"95226ea4-1769-48c2-89e6-64181bde1b02-541";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=GlobalConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;
"95226ea4-1769-48c2-89e6-64181bde1b02-545";"2022-11-24T10:44:02.706Z";"AM-CONFIG-CHANGE";"95226ea4-1769-48c2-89e6-64181bde1b02-541";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"95226ea4-1769-48c2-89e6-64181bde1b02-547";"2022-11-24T10:44:02.717Z";"AM-CONFIG-CHANGE";"95226ea4-1769-48c2-89e6-64181bde1b02-541";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=PluginConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"95226ea4-1769-48c2-89e6-64181bde1b02-551";"2022-11-24T10:44:02.727Z";"AM-CONFIG-CHANGE";"95226ea4-1769-48c2-89e6-64181bde1b02-541";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=Instances,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
"95226ea4-1769-48c2-89e6-64181bde1b02-553";"2022-11-24T10:44:02.735Z";"AM-CONFIG-CHANGE";"95226ea4-1769-48c2-89e6-64181bde1b02-541";;;"id=amadmin,ou=user,dc=openam,dc=openidentityplatform,dc=org";"ou=default,ou=OrganizationConfig,ou=1.0,ou=iPlanetAMAuthTypingAuthService,ou=services,dc=openam,dc=openidentityplatform,dc=org";"CREATE";;;;;;"/"
