
"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-173";"2022-12-28T10:53:42.226Z";"AM-LOGIN-MODULE-COMPLETED";"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-0";;"[""c4e9e29aa66ba3e201""]";"SUCCESSFUL";"[""cn=dsameuser,ou=DSAME Users,dc=openam,dc=openidentityplatform,dc=org""]";;"[{""moduleId"":""Application"",""info"":{""authIndex"":""module_instance"",""authControlFlag"":""REQUIRED"",""moduleClass"":""Application"",""ipAddress"":""172.17.0.2"",""authLevel"":""0""}}]";"Authentication";"/"
"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-179";"2022-12-28T10:53:42.532Z";"AM-LOGIN-COMPLETED";"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-0";"cn=dsameuser,ou=DSAME Users,dc=openam,dc=openidentityplatform,dc=org";"[""c4e9e29aa66ba3e201""]";"SUCCESSFUL";"[""dsameuser""]";;"[{""moduleId"":""Application"",""info"":{""authIndex"":""module_instance"",""ipAddress"":""172.17.0.2"",""authLevel"":""0""}}]";"Authentication";"/"
"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-2330";"2022-12-28T11:06:05.426Z";"AM-LOGIN-MODULE-COMPLETED";"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-2318";"id=daniel15,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""de036330f03d3ca001""]";"SUCCESSFUL";"[""daniel15""]";;"[{""moduleId"":""DataStore"",""info"":{""authIndex"":""service"",""authControlFlag"":""REQUISITE"",""moduleClass"":""DataStore"",""ipAddress"":""172.17.0.1"",""authLevel"":""0""}}]";"Authentication";"/"
"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-2371";"2022-12-28T11:06:15.321Z";"AM-LOGIN-MODULE-COMPLETED";"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-2365";"id=demo,ou=user,dc=openam,dc=openidentityplatform,dc=org";"[""de036330f03d3ca001""]";"FAILED";"[""demo""]";;"[{""moduleId"":""typingmodule"",""info"":{""authIndex"":""service"",""authControlFlag"":""REQUIRED"",""moduleClass"":""TypingAuth"",""ipAddress"":""172.17.0.1"",""authLevel"":""0""}}]";"Authentication";"/"
"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-2375";"2022-12-28T11:06:15.349Z";"AM-LOGIN-COMPLETED";"b62e99d1-d57e-4a4c-ac0f-b78079902ea1-2365";;"[""de036330f03d3ca001""]";"FAILED";;;"[{""moduleId"":""DataStore|typingmodule"",""info"":{""authIndex"":""service"",""failureReason"":""LOGIN_FAILED"",""ipAddress"":""172.17.0.1"",""authLevel"":""0""}}]";"Authentication";"/"
